Action(SiteID=US|Country=US|Currency=USD|Version=1193|CC=UTF-8),Custom label (SKU),Category ID,Title,UPC,Price,Quantity,Item photo URL,Condition ID,Description,Format,C:Brand,C:Size,C:Color,C:Department
Draft,A2-MD-0045,,Lauren Ralph Lauren navy double-breasted gold-button blazer Size 20W,,30,1,,3000,"Lauren Ralph Lauren navy double-breasted gold-button blazer Size 20W

Brand: Lauren Ralph Lauren
Department: Other
Category: Women's Blazer / Sport Coat
Size: 20W
Color: Navy blue
Pattern: Solid
Condition: Pre-owned; needs lint removal and final inspection

SKU A2-MD-0045 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,Lauren Ralph Lauren,20W,Navy blue,Other
Draft,A2-MD-0046,,Brooks Brothers orange cotton quarter-zip pullover with striped trim Size S,,28,1,,3000,"Brooks Brothers orange cotton quarter-zip pullover with striped trim Size S

Brand: Brooks Brothers
Department: Men's Tops
Category: Quarter-Zip Pullover / Sweatshirt
Size: S
Color: Burnt orange / coral with navy and teal accents
Pattern: Solid with striped trim
Condition: Good pre-owned; final inspection required

SKU A2-MD-0046 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,Brooks Brothers,S,Burnt orange / coral with navy and teal accents,Men's Tops
Draft,A2-MD-0047,,KUT from the Kloth Catherine Boyfriend dark green velveteen pants Size 14,,24,1,,3000,"KUT from the Kloth Catherine Boyfriend dark green velveteen pants Size 14

Brand: KUT from the Kloth
Department: Women's Bottoms
Category: Women's Boyfriend Pants / Velveteen Jeans
Size: 14
Color: Very dark green / black-green
Pattern: Solid
Condition: Good pre-owned; final inspection required

SKU A2-MD-0047 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,KUT from the Kloth,14,Very dark green / black-green,Women's Bottoms
Draft,A2-MD-0048,,Nautica white sailing windbreaker jacket with black stripe Size XL,,34,1,,3000,"Nautica white sailing windbreaker jacket with black stripe Size XL

Brand: Nautica
Department: Men's Tops
Category: Men's Windbreaker Jacket / Lightweight Outerwear
Size: XL
Color: White / ivory with black accents
Pattern: Colorblock / striped
Condition: Pre-owned; cleaning and final inspection required

SKU A2-MD-0048 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,Nautica,XL,White / ivory with black accents,Men's Tops
Draft,A2-MD-0050,,Fabletics men's black utility performance jogger pants Size L,,23,1,,3000,"Fabletics men's black utility performance jogger pants Size L

Brand: Fabletics
Department: Men's Bottoms
Category: Men's Athletic Jogger / Utility Cargo Pants
Size: L
Color: Black with turquoise accents
Pattern: Solid
Condition: Good pre-owned; final inspection required

SKU A2-MD-0050 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,Fabletics,L,Black with turquoise accents,Men's Bottoms
Draft,A4-MD-0051,,Wrangler Western Shirts teal navy plaid long-sleeve button-up shirt Size M/M,,13,1,,3000,"Wrangler Western Shirts teal navy plaid long-sleeve button-up shirt Size M/M

Brand: Wrangler Western Shirts
Department: Men's Tops
Category: Men's Plaid Button-Up Shirt
Size: M/M
Color: Teal, navy, white and gray
Pattern: Plaid
Condition: Pre-owned; final inspection required

SKU A4-MD-0051 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,Wrangler Western Shirts,M/M,"Teal, navy, white and gray",Men's Tops
Draft,A4-MD-0052,,Woolrich Rugged Outdoorwear burgundy cotton button-up shirt Size XL,,24,1,,3000,"Woolrich Rugged Outdoorwear burgundy cotton button-up shirt Size XL

Brand: Woolrich Rugged Outdoorwear
Department: Men's Tops
Category: Men's Cotton Button-Up Shirt
Size: XL
Color: Burgundy / faded red
Pattern: Solid
Condition: Pre-owned; visible fading and possible lower-front flaw

SKU A4-MD-0052 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,Woolrich Rugged Outdoorwear,XL,Burgundy / faded red,Men's Tops
Draft,A4-MD-0053,,Field & Stream 1871 plaid lined shirt jacket,,15,1,,3000,"Field & Stream 1871 plaid lined shirt jacket

Brand: Field & Stream 1871
Department: Men's Tops
Category: Plaid Lined Shirt Jacket
Size: See measurements in photos
Color: Cream, gray and dark navy/blue
Pattern: Plaid
Condition: Pre-owned; light wear visible; final inspection required

SKU A4-MD-0053 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,Field & Stream 1871,,"Cream, gray and dark navy/blue",Men's Tops
Draft,A4-MD-0054,,Brooks Brothers 346 slim-fit non-iron cotton plaid shirt,,22,1,,3000,"Brooks Brothers 346 slim-fit non-iron cotton plaid shirt

Brand: Brooks Brothers 346
Department: Not Confirmed
Category: Plaid Button-Up Shirt
Size: See measurements in photos
Color: Light gray / white plaid
Pattern: Plaid
Condition: Pre-owned; see photos

SKU A4-MD-0054 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,Brooks Brothers 346,,Light gray / white plaid,Not Confirmed
Draft,A4-MD-0055,,DKNY gray blue micro-geometric button-up shirt Size M,,10,1,,3000,"DKNY gray blue micro-geometric button-up shirt Size M

Brand: DKNY
Department: Men's Tops
Category: Patterned Button-Up Shirt
Size: M
Color: Gray with blue and white accents
Pattern: Micro-geometric
Condition: Pre-owned; see photos

SKU A4-MD-0055 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,DKNY,M,Gray with blue and white accents,Men's Tops
Draft,A4-MD-0056,,Eddie Bauer orange cream plaid button-up shirt Size L,,16,1,,3000,"Eddie Bauer orange cream plaid button-up shirt Size L

Brand: Eddie Bauer
Department: Men's Tops
Category: Men's Plaid Button-Up Shirt
Size: L
Color: Rust orange, cream, olive and dark gray
Pattern: Plaid
Condition: Pre-owned; see photos

SKU A4-MD-0056 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,Eddie Bauer,L,"Rust orange, cream, olive and dark gray",Men's Tops
Draft,A4-MD-0057,,Superman / DC Comics licensed Licensed Superman DC Comics distressed shield,,16,1,,3000,"Superman / DC Comics licensed Licensed Superman DC Comics distressed shield

Brand: Superman / DC Comics licensed
Department: Men's Tops
Category: Graphic T-Shirt
Size: M
Color: Navy blue with red and yellow graphic
Pattern: Distressed Superman shield graphic
Condition: Pre-owned; full inspection required

SKU A4-MD-0057 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,Superman / DC Comics licensed,M,Navy blue with red and yellow graphic,Men's Tops
Draft,A4-MD-0058,,Roundtree & Yorke Luxury Collection striped non-iron button-down shirt Size S,,10,1,,3000,"Roundtree & Yorke Luxury Collection striped non-iron button-down shirt Size S

Brand: Roundtree & Yorke
Department: Men's Tops
Category: Men's Button-Down Shirt
Size: S
Color: White, navy, gray and beige
Pattern: Vertical stripes
Condition: Pre-owned; see photos

SKU A4-MD-0058 — EHC secondhand apparel.
Smoke-free handling. Ships fast and folded with care.",FixedPrice,Roundtree & Yorke,S,"White, navy, gray and beige",Men's Tops
